period,product_id,fixed_cost,purchase_cost,holding_cost,stockout_cost,holding_cost_gradient,stockout_cost_gradient
1,0,0.0,0.0,0.0,0.05788999048799903,0.0,-1.0
2,0,0.0,0.0,0.2297618292762098,0.0,1.0,0.0
3,0,0.0,0.0,0.0,0.4733975413523832,0.0,-1.0
4,0,0.0,0.0,1.8939270743757668,0.0,1.0,0.0
5,0,0.0,0.0,0.7157891504642306,0.0,1.0,0.0
6,0,0.0,0.0,1.5993925933978828,0.0,1.0,0.0
7,0,0.0,0.0,0.47357470896603227,0.0,1.0,0.0
8,0,0.0,0.0,0.24783923404471686,0.0,1.0,0.0
9,0,0.0,0.0,0.0,25.504381499432228,0.0,-1.0
10,0,0.0,0.0,0.0,17.46726912326381,0.0,-1.0
11,0,0.0,0.0,0.0,1.7843026317088417,0.0,-1.0
12,0,0.0,0.0,1.52818713616629,0.0,1.0,0.0
13,0,0.0,0.0,0.0,1.4798066163456014,0.0,-1.0
14,0,0.0,0.0,0.13959073636505082,0.0,1.0,0.0
15,0,0.0,0.0,0.0,0.021572615871647827,0.0,-1.0
16,0,0.0,0.0,1.5246577790677878,0.0,1.0,0.0
17,0,0.0,0.0,0.0,18.64996682777019,0.0,-1.0
18,0,0.0,0.0,1.5246577790677878,0.0,1.0,0.0
19,0,0.0,0.0,0.0,6.499233154550652,0.0,-1.0
20,0,0.0,0.0,1.5246577790677878,0.0,1.0,0.0
21,0,0.0,0.0,0.0,0.6743841994870452,0.0,-1.0
22,0,0.0,0.0,1.5246577790677878,0.0,1.0,0.0
23,0,0.0,0.0,0.0,46.02836199520813,0.0,-1.0
24,0,0.0,0.0,0.0,1.1497818694198576,0.0,-1.0
25,0,0.0,0.0,0.01429180050541512,0.0,1.0,0.0
26,0,0.0,0.0,0.42370894281779314,0.0,1.0,0.0
27,0,0.0,0.0,1.4634580428617072,0.0,1.0,0.0
28,0,0.0,0.0,0.0,2.739972334168284,0.0,-1.0
29,0,0.0,0.0,0.0,3.5792523778882037,0.0,-1.0
30,0,0.0,0.0,1.5234577515722636,0.0,1.0,0.0
31,0,0.0,0.0,0.3826965346373217,0.0,1.0,0.0
32,0,0.0,0.0,0.0,0.5725000720628919,0.0,-1.0
33,0,0.0,0.0,1.4635490170641885,0.0,1.0,0.0
34,0,0.0,0.0,0.0,0.7941702216932642,0.0,-1.0
35,0,0.0,0.0,0.4253043241175489,0.0,1.0,0.0
36,0,0.0,0.0,1.4116367824168565,0.0,1.0,0.0
37,0,0.0,0.0,0.0,0.11059287023237063,0.0,-1.0
38,0,0.0,0.0,0.0,11.668313967712749,0.0,-1.0
39,0,0.0,0.0,0.0,1.2840189089272538,0.0,-1.0
40,0,0.0,0.0,1.5106418045246688,0.0,1.0,0.0
41,0,0.0,0.0,0.0,0.026906610075331017,0.0,-1.0
42,0,0.0,0.0,0.433472516692881,0.0,1.0,0.0
43,0,0.0,0.0,0.0,7.82120218455665,0.0,-1.0
44,0,0.0,0.0,1.5098711975601884,0.0,1.0,0.0
45,0,0.0,0.0,0.3270195791356083,0.0,1.0,0.0
46,0,0.0,0.0,1.4181024646959992,0.0,1.0,0.0
47,0,0.0,0.0,0.0,0.3743328433571418,0.0,-1.0
48,0,0.0,0.0,0.0,1.8916490766912353,0.0,-1.0
49,0,0.0,0.0,1.462616838664016,0.0,1.0,0.0
50,0,0.0,0.0,0.0,0.19741503711953912,0.0,-1.0
51,0,0.0,0.0,0.0,9.136725733824806,0.0,-1.0
52,0,0.0,0.0,1.5058770342034593,0.0,1.0,0.0
53,0,0.0,0.0,0.0,7.335678378103426,0.0,-1.0
54,0,0.0,0.0,0.028066671894074746,0.0,1.0,0.0
55,0,0.0,0.0,1.4637706518106404,0.0,1.0,0.0
56,0,0.0,0.0,0.0,2.2242408275491194,0.0,-1.0
57,0,0.0,0.0,1.4637706518106404,0.0,1.0,0.0
58,0,0.0,0.0,0.0,8.81147497640238,0.0,-1.0
59,0,0.0,0.0,0.0,6.283496630608081,0.0,-1.0
60,0,0.0,0.0,0.0,0.10573588808908885,0.0,-1.0
61,0,0.0,0.0,1.5443584552257372,0.0,1.0,0.0
62,0,0.0,0.0,0.2761198265372553,0.0,1.0,0.0
63,0,0.0,0.0,1.465193039560849,0.0,1.0,0.0
64,0,0.0,0.0,0.2238188769934637,0.0,1.0,0.0
65,0,0.0,0.0,1.386932401218082,0.0,1.0,0.0
66,0,0.0,0.0,0.0,13.444885395963869,0.0,-1.0
67,0,0.0,0.0,1.386932401218082,0.0,1.0,0.0
68,0,0.0,0.0,0.0,0.03591959355326613,0.0,-1.0
69,0,0.0,0.0,1.386932401218082,0.0,1.0,0.0
70,0,0.0,0.0,0.0,0.5394013334768548,0.0,-1.0
71,0,0.0,0.0,1.386932401218082,0.0,1.0,0.0
72,0,0.0,0.0,0.0,12.284169656009912,0.0,-1.0
73,0,0.0,0.0,1.386932401218082,0.0,1.0,0.0
74,0,0.0,0.0,0.0,29.59945257236316,0.0,-1.0
75,0,0.0,0.0,0.0,1.757401296734831,0.0,-1.0
76,0,0.0,0.0,0.0,2.4194107195109096,0.0,-1.0
77,0,0.0,0.0,0.0,50.03620357096567,0.0,-1.0
78,0,0.0,0.0,1.4959803869424881,0.0,1.0,0.0
79,0,0.0,0.0,0.45739889242848464,0.0,1.0,0.0
80,0,0.0,0.0,0.0,12.61623056880145,0.0,-1.0
81,0,0.0,0.0,0.0,2.5826973716162995,0.0,-1.0
82,0,0.0,0.0,0.4711810513137549,0.0,1.0,0.0
83,0,0.0,0.0,0.36069692756288463,0.0,1.0,0.0
84,0,0.0,0.0,0.0,57.01932390208612,0.0,-1.0
85,0,0.0,0.0,1.4604977380604394,0.0,1.0,0.0
86,0,0.0,0.0,0.28541525198783835,0.0,1.0,0.0
87,0,0.0,0.0,1.3938531609248932,0.0,1.0,0.0
88,0,0.0,0.0,0.0,0.8241761456440571,0.0,-1.0
89,0,0.0,0.0,1.3938531609248932,0.0,1.0,0.0
90,0,0.0,0.0,0.0,0.9355507889664965,0.0,-1.0
91,0,0.0,0.0,1.3938531609248932,0.0,1.0,0.0
92,0,0.0,0.0,0.2988838107678995,0.0,1.0,0.0
93,0,0.0,0.0,1.3288409437066768,0.0,1.0,0.0
94,0,0.0,0.0,0.2559206569196246,0.0,1.0,0.0
95,0,0.0,0.0,1.2643467603793177,0.0,1.0,0.0
96,0,0.0,0.0,0.0,0.02065065967585089,0.0,-1.0
97,0,0.0,0.0,0.0,0.49090261544000535,0.0,-1.0
98,0,0.0,0.0,0.0,0.0684937271504038,0.0,-1.0
99,0,0.0,0.0,1.3275995469570658,0.0,1.0,0.0
100,0,0.0,0.0,0.0,9.41899611973662,0.0,-1.0
101,0,0.0,0.0,0.0,1.0563345709465668,0.0,-1.0
102,0,0.0,0.0,0.27085139665043245,0.0,1.0,0.0
103,0,0.0,0.0,0.0,1.505640954428001,0.0,-1.0
104,0,0.0,0.0,0.0,0.10743979773530743,0.0,-1.0
105,0,0.0,0.0,0.07803182696851674,0.0,1.0,0.0
106,0,0.0,0.0,0.0,33.45586786748942,0.0,-1.0
107,0,0.0,0.0,1.3885863215615724,0.0,1.0,0.0
108,0,0.0,0.0,0.0,0.5760515560428396,0.0,-1.0
109,0,0.0,0.0,0.0,4.862168433208266,0.0,-1.0
110,0,0.0,0.0,0.0,26.61670301621801,0.0,-1.0
111,0,0.0,0.0,0.20249502609047298,0.0,1.0,0.0
112,0,0.0,0.0,0.2568574069931626,0.0,1.0,0.0
113,0,0.0,0.0,1.3893515301803678,0.0,1.0,0.0
114,0,0.0,0.0,0.0,0.06487387714615167,0.0,-1.0
115,0,0.0,0.0,1.3893515301803678,0.0,1.0,0.0
116,0,0.0,0.0,0.0,0.19134356468118985,0.0,-1.0
117,0,0.0,0.0,0.0,3.8083714544855765,0.0,-1.0
118,0,0.0,0.0,1.417790791862768,0.0,1.0,0.0
119,0,0.0,0.0,0.0,0.2819683667821862,0.0,-1.0
120,0,0.0,0.0,0.0,3.814502393325744,0.0,-1.0
121,0,0.0,0.0,0.0,0.18543949619913147,0.0,-1.0
122,0,0.0,0.0,1.473812123060676,0.0,1.0,0.0
123,0,0.0,0.0,0.0,5.090068449594414,0.0,-1.0
124,0,0.0,0.0,1.473812123060676,0.0,1.0,0.0
125,0,0.0,0.0,0.0,6.763571407573882,0.0,-1.0
126,0,0.0,0.0,1.473812123060676,0.0,1.0,0.0
127,0,0.0,0.0,0.0,15.726630427696033,0.0,-1.0
128,0,0.0,0.0,0.0,23.070425554222194,0.0,-1.0
129,0,0.0,0.0,0.4218773143351604,0.0,1.0,0.0
130,0,0.0,0.0,1.4739658410125203,0.0,1.0,0.0
131,0,0.0,0.0,0.4539077033804495,0.0,1.0,0.0
132,0,0.0,0.0,1.420204056667406,0.0,1.0,0.0
133,0,0.0,0.0,0.0,0.4507870932619582,0.0,-1.0
134,0,0.0,0.0,0.0,1.2182372204566683,0.0,-1.0
135,0,0.0,0.0,0.35331700360924256,0.0,1.0,0.0
136,0,0.0,0.0,0.11920175283546697,0.0,1.0,0.0
137,0,0.0,0.0,1.3940446435236178,0.0,1.0,0.0
138,0,0.0,0.0,0.10148039189963876,0.0,1.0,0.0
139,0,0.0,0.0,1.3417167651696775,0.0,1.0,0.0
140,0,0.0,0.0,0.0,1.1555881129878836,0.0,-1.0
141,0,0.0,0.0,0.318462074792881,0.0,1.0,0.0
142,0,0.0,0.0,1.315823962213226,0.0,1.0,0.0
143,0,0.0,0.0,0.0,7.248589089734082,0.0,-1.0
144,0,0.0,0.0,0.0,0.022177356403417336,0.0,-1.0
145,0,0.0,0.0,0.0,7.257322075779143,0.0,-1.0
146,0,0.0,0.0,0.0,3.7598534613263395,0.0,-1.0
147,0,0.0,0.0,1.392330235284112,0.0,1.0,0.0
148,0,0.0,0.0,0.19325233342390358,0.0,1.0,0.0
149,0,0.0,0.0,1.3418298323506241,0.0,1.0,0.0
150,0,0.0,0.0,0.0,0.22433383003914975,0.0,-1.0
151,0,0.0,0.0,0.11270820162823125,0.0,1.0,0.0
152,0,0.0,0.0,0.24736234699104842,0.0,1.0,0.0
153,0,0.0,0.0,1.29193672963137,0.0,1.0,0.0
154,0,0.0,0.0,0.0,3.127477689793677,0.0,-1.0
155,0,0.0,0.0,1.29193672963137,0.0,1.0,0.0
156,0,0.0,0.0,0.0,0.9588431863802349,0.0,-1.0
157,0,0.0,0.0,0.0,8.025896518225299,0.0,-1.0
158,0,0.0,0.0,0.0,0.8768849434901997,0.0,-1.0
159,0,0.0,0.0,1.340901477062936,0.0,1.0,0.0
160,0,0.0,0.0,0.0,2.0753671052698706,0.0,-1.0
161,0,0.0,0.0,1.340901477062936,0.0,1.0,0.0
162,0,0.0,0.0,0.0,0.31432135123797966,0.0,-1.0
163,0,0.0,0.0,0.03410039412406318,0.0,1.0,0.0
164,0,0.0,0.0,1.3168048685361309,0.0,1.0,0.0
165,0,0.0,0.0,0.17389915767515296,0.0,1.0,0.0
166,0,0.0,0.0,0.12725899706746202,0.0,1.0,0.0
167,0,0.0,0.0,1.244941070217015,0.0,1.0,0.0
168,0,0.0,0.0,0.0,2.4845481225122183,0.0,-1.0
169,0,0.0,0.0,1.244941070217015,0.0,1.0,0.0
170,0,0.0,0.0,0.0,1.2853290291748365,0.0,-1.0
171,0,0.0,0.0,1.244941070217015,0.0,1.0,0.0
172,0,0.0,0.0,0.09587797967734968,0.0,1.0,0.0
173,0,0.0,0.0,0.0,0.31223682955384313,0.0,-1.0
174,0,0.0,0.0,1.2212648568819953,0.0,1.0,0.0
175,0,0.0,0.0,0.0,3.362370240740389,0.0,-1.0
176,0,0.0,0.0,1.2212648568819953,0.0,1.0,0.0
177,0,0.0,0.0,0.0,0.5751102516944147,0.0,-1.0
178,0,0.0,0.0,1.2212648568819953,0.0,1.0,0.0
179,0,0.0,0.0,0.0,0.37629103965277655,0.0,-1.0
180,0,0.0,0.0,0.0,0.47929561867481385,0.0,-1.0
181,0,0.0,0.0,0.0,0.1530332053278438,0.0,-1.0
182,0,0.0,0.0,1.267346674213767,0.0,1.0,0.0
183,0,0.0,0.0,0.0,5.625839631476797,0.0,-1.0
184,0,0.0,0.0,1.267346674213767,0.0,1.0,0.0
185,0,0.0,0.0,0.22177429380269098,0.0,1.0,0.0
186,0,0.0,0.0,1.221728287478824,0.0,1.0,0.0
187,0,0.0,0.0,0.0,8.18881911327141,0.0,-1.0
188,0,0.0,0.0,1.221728287478824,0.0,1.0,0.0
189,0,0.0,0.0,0.0,0.6961836166950024,0.0,-1.0
190,0,0.0,0.0,1.221728287478824,0.0,1.0,0.0
191,0,0.0,0.0,0.0,7.576828519026696,0.0,-1.0
192,0,0.0,0.0,0.0,44.17363149411383,0.0,-1.0
193,0,0.0,0.0,1.2441810652733987,0.0,1.0,0.0
194,0,0.0,0.0,0.0,1.8186936310583224,0.0,-1.0
195,0,0.0,0.0,1.2441810652733987,0.0,1.0,0.0
196,0,0.0,0.0,0.0,0.6371478050510613,0.0,-1.0
197,0,0.0,0.0,1.2441810652733987,0.0,1.0,0.0
198,0,0.0,0.0,0.0,10.953866828320788,0.0,-1.0
199,0,0.0,0.0,0.10673502585208627,0.0,1.0,0.0
200,0,0.0,0.0,1.2220685007575243,0.0,1.0,0.0
201,0,0.0,0.0,0.0,0.3933126020893589,0.0,-1.0
202,0,0.0,0.0,0.0,14.0853948685059,0.0,-1.0
203,0,0.0,0.0,1.2440166573087041,0.0,1.0,0.0
204,0,0.0,0.0,0.0,2.979574171986051,0.0,-1.0
205,0,0.0,0.0,0.0,0.10500947922846349,0.0,-1.0
206,0,0.0,0.0,1.2658040193387605,0.0,1.0,0.0
207,0,0.0,0.0,0.0,1.4430415405196846,0.0,-1.0
208,0,0.0,0.0,1.2658040193387605,0.0,1.0,0.0
209,0,0.0,0.0,0.0,0.8562295155551873,0.0,-1.0
210,0,0.0,0.0,0.0,0.8227999605603533,0.0,-1.0
211,0,0.0,0.0,1.2873566812160153,0.0,1.0,0.0
212,0,0.0,0.0,0.0,154.58139627757933,0.0,-1.0
213,0,0.0,0.0,1.2873566812160153,0.0,1.0,0.0
214,0,0.0,0.0,0.0,6.32136427361269,0.0,-1.0
215,0,0.0,0.0,0.18832147216793294,0.0,1.0,0.0
216,0,0.0,0.0,0.0,0.6856175566058647,0.0,-1.0
217,0,0.0,0.0,1.287282505733245,0.0,1.0,0.0
218,0,0.0,0.0,0.0,71.97281361074896,0.0,-1.0
219,0,0.0,0.0,1.287282505733245,0.0,1.0,0.0
220,0,0.0,0.0,0.0,0.7250765712183733,0.0,-1.0
221,0,0.0,0.0,1.287282505733245,0.0,1.0,0.0
222,0,0.0,0.0,0.0,3.7193405856001043,0.0,-1.0
223,0,0.0,0.0,0.05855982863347142,0.0,1.0,0.0
224,0,0.0,0.0,1.2663204401308326,0.0,1.0,0.0
225,0,0.0,0.0,0.0,0.4161336649347338,0.0,-1.0
226,0,0.0,0.0,0.0,5.789217163069523,0.0,-1.0
227,0,0.0,0.0,1.2871422896739348,0.0,1.0,0.0
228,0,0.0,0.0,0.26492431521909166,0.0,1.0,0.0
229,0,0.0,0.0,0.0,5.138042690255053,0.0,-1.0
230,0,0.0,0.0,1.26632112278024,0.0,1.0,0.0
231,0,0.0,0.0,0.0,3.446515631819749,0.0,-1.0
232,0,0.0,0.0,0.0,0.4274891944180643,0.0,-1.0
233,0,0.0,0.0,0.0,7.518211039807616,0.0,-1.0
234,0,0.0,0.0,0.06199653862230048,0.0,1.0,0.0
235,0,0.0,0.0,0.0,0.030442526245244794,0.0,-1.0
236,0,0.0,0.0,0.17934825258146248,0.0,1.0,0.0
237,0,0.0,0.0,0.0,1.1685093917823395,0.0,-1.0
