period,product_id,starting_inventory_level,starting_inventory_position,order_quantities,interim_inventory_level,interim_inventory_position,demands,sales,unmet_demand
1,0,0.0,0.0,0.0,0.0,0.0,0.45408599300478714,0.0,0.45408599300478714
2,0,0.0,0.0,0.0,0.0,0.0,0.09258631235534931,0.0,0.09258631235534931
3,0,0.0,0.0,0.0,0.0,0.0,0.8342851808480543,0.0,0.8342851808480543
4,0,0.0,0.0,0.0,0.0,0.0,0.17333867733824238,0.0,0.17333867733824238
5,0,0.0,0.0,0.0,0.0,0.0,0.19671852983987081,0.0,0.19671852983987081
6,0,0.0,0.0,0.0,0.0,0.0,0.654680976833839,0.0,0.654680976833839
7,0,0.0,0.0,0.0,0.0,0.0,0.017415729608127317,0.0,0.017415729608127317
8,0,0.0,0.0,0.0,0.0,0.0,0.26911325794500174,0.0,0.26911325794500174
9,0,0.0,0.0,0.0,0.0,0.0,0.6158143757864002,0.0,0.6158143757864002
10,0,0.0,0.0,0.0,0.0,0.0,0.9921817328145589,0.0,0.9921817328145589
11,0,0.0,0.0,0.0,0.0,0.0,0.7807889876805753,0.0,0.7807889876805753
12,0,0.0,0.0,0.0,0.0,0.0,0.5925179115335856,0.0,0.5925179115335856
13,0,0.0,0.0,0.0,0.0,0.0,0.4079565455794095,0.0,0.4079565455794095
14,0,0.0,0.0,0.0,0.0,0.0,0.7525850458899603,0.0,0.7525850458899603
15,0,0.0,0.0,0.0,0.0,0.0,0.08771976089317002,0.0,0.08771976089317002
16,0,0.0,0.0,0.0,0.0,0.0,0.05808400501293831,0.0,0.05808400501293831
17,0,0.0,0.0,0.0,0.0,0.0,0.12685147831286303,0.0,0.12685147831286303
18,0,0.0,0.0,0.0,0.0,0.0,0.8935538136711172,0.0,0.8935538136711172
19,0,0.0,0.0,0.0,0.0,0.0,0.48468759392879124,0.0,0.48468759392879124
20,0,0.0,0.0,0.0,0.0,0.0,0.4804050871803045,0.0,0.4804050871803045
21,0,0.0,0.0,0.0,0.0,0.0,0.8785657680383069,0.0,0.8785657680383069
22,0,0.0,0.0,0.0,0.0,0.0,0.32770368347698386,0.0,0.32770368347698386
23,0,0.0,0.0,0.0,0.0,0.0,0.5636934484998148,0.0,0.5636934484998148
24,0,0.0,0.0,0.0,0.0,0.0,0.4277607470144045,0.0,0.4277607470144045
25,0,0.0,0.0,0.0,0.0,0.0,0.03412939746689525,0.0,0.03412939746689525
26,0,0.0,0.0,0.0,0.0,0.0,0.4790718052841719,0.0,0.4790718052841719
27,0,0.0,0.0,0.0,0.0,0.0,0.17620080375228298,0.0,0.17620080375228298
28,0,0.0,0.0,0.0,0.0,0.0,0.2696759880251165,0.0,0.2696759880251165
