period,product_id,fixed_cost,purchase_cost,holding_cost,stockout_cost,holding_cost_gradient,stockout_cost_gradient
1,0,0.0,0.0,3.828625868793969,0.0,9.0,0.0
2,0,0.0,0.0,2.175840545537051,0.0,9.0,0.0
3,0,0.0,0.0,0.0,0.23534633106810476,0.0,-1.0
4,0,0.0,0.0,0.0,0.3956108731826766,0.0,-1.0
5,0,0.0,0.0,0.0,0.2603834587344902,0.0,-1.0
6,0,0.0,0.0,0.0,0.3041976093286244,0.0,-1.0
7,0,0.0,0.0,0.0,0.16691360074936368,0.0,-1.0
8,0,0.0,0.0,0.8511782184063091,0.0,9.0,0.0
9,0,0.0,0.0,3.299261292252012,0.0,9.0,0.0
10,0,0.0,0.0,0.0,0.3596911933293506,0.0,-1.0
11,0,0.0,0.0,0.0,0.27219402168908646,0.0,-1.0
12,0,0.0,0.0,2.5405382739333033,0.0,9.0,0.0
13,0,0.0,0.0,0.0,0.15605095494986743,0.0,-1.0
14,0,0.0,0.0,3.600886460051366,0.0,9.0,0.0
15,0,0.0,0.0,1.923218559210249,0.0,9.0,0.0
16,0,0.0,0.0,2.1980037242159964,0.0,9.0,0.0
17,0,0.0,0.0,2.258285050648449,0.0,9.0,0.0
18,0,0.0,0.0,0.27441759311111,0.0,9.0,0.0
19,0,0.0,0.0,0.0,0.40192144010041275,0.0,-1.0
20,0,0.0,0.0,4.272390104899217,0.0,9.0,0.0
21,0,0.0,0.0,2.2633760302107575,0.0,9.0,0.0
22,0,0.0,0.0,2.5479285512541923,0.0,9.0,0.0
23,0,0.0,0.0,0.006139075355423351,0.0,9.0,0.0
24,0,0.0,0.0,0.8234091140774973,0.0,9.0,0.0
25,0,0.0,0.0,1.0614910375146969,0.0,9.0,0.0
26,0,0.0,0.0,0.0,0.2005702378398635,0.0,-1.0
27,0,0.0,0.0,0.0,0.4719588861941172,0.0,-1.0
28,0,0.0,0.0,0.0,0.09698948419330922,0.0,-1.0
29,0,0.0,0.0,0.2370132948783391,0.0,9.0,0.0
30,0,0.0,0.0,0.0,0.08886995281791721,0.0,-1.0
31,0,0.0,0.0,3.164393435112333,0.0,9.0,0.0
32,0,0.0,0.0,4.441986777607443,0.0,9.0,0.0
33,0,0.0,0.0,0.8983339022040887,0.0,9.0,0.0
34,0,0.0,0.0,4.24459247265273,0.0,9.0,0.0
35,0,0.0,0.0,0.30289844591274206,0.0,9.0,0.0
36,0,0.0,0.0,3.8211870447515683,0.0,9.0,0.0
37,0,0.0,0.0,0.0,0.22671633601759877,0.0,-1.0
38,0,0.0,0.0,1.4372859195424557,0.0,9.0,0.0
39,0,0.0,0.0,1.030316502208325,0.0,9.0,0.0
40,0,0.0,0.0,3.165194828925702,0.0,9.0,0.0
41,0,0.0,0.0,3.7290149716378473,0.0,9.0,0.0
42,0,0.0,0.0,3.9067670709829176,0.0,9.0,0.0
43,0,0.0,0.0,4.2018222353906864,0.0,9.0,0.0
44,0,0.0,0.0,2.7284229289142,0.0,9.0,0.0
45,0,0.0,0.0,0.0,0.06128472661594675,0.0,-1.0
46,0,0.0,0.0,1.2934695104728546,0.0,9.0,0.0
47,0,0.0,0.0,0.0,0.3682676622502036,0.0,-1.0
48,0,0.0,0.0,0.0,0.1437912987425235,0.0,-1.0
49,0,0.0,0.0,0.0,0.4295559230115088,0.0,-1.0
50,0,0.0,0.0,0.0,0.31484562081347167,0.0,-1.0
51,0,0.0,0.0,0.0,0.09268991540190219,0.0,-1.0
52,0,0.0,0.0,0.0,0.48307091294771076,0.0,-1.0
53,0,0.0,0.0,0.0,0.012021371112989732,0.0,-1.0
54,0,0.0,0.0,0.0,0.07409362908315753,0.0,-1.0
55,0,0.0,0.0,0.0,0.24640375799804048,0.0,-1.0
56,0,0.0,0.0,0.0,0.19615067854753365,0.0,-1.0
57,0,0.0,0.0,1.3637877322741914,0.0,9.0,0.0
58,0,0.0,0.0,0.16536496928029842,0.0,9.0,0.0
59,0,0.0,0.0,0.0,0.03205018033689011,0.0,-1.0
60,0,0.0,0.0,0.0,0.05421903730928945,0.0,-1.0
61,0,0.0,0.0,0.0,0.013248487593439107,0.0,-1.0
62,0,0.0,0.0,0.8873557186212054,0.0,9.0,0.0
63,0,0.0,0.0,0.0,0.2993788959010387,0.0,-1.0
64,0,0.0,0.0,1.3876325269214709,0.0,9.0,0.0
65,0,0.0,0.0,4.412819283289658,0.0,9.0,0.0
66,0,0.0,0.0,3.9832109484318177,0.0,9.0,0.0
