period,product_id,fixed_cost,purchase_cost,holding_cost,stockout_cost,holding_cost_gradient,stockout_cost_gradient
1,0,0.0,0.0,0.0,347.0121806959648,0.0,-11.024909452425138
2,0,0.0,0.0,0.0,365.6589981033992,0.0,-11.024909452425138
3,0,0.0,0.0,78.43679405714167,0.0,5.836039190663969,0.0
4,0,0.0,0.0,267.0026928785003,0.0,5.836039190663969,0.0
5,0,0.0,0.0,37.869851878431824,0.0,5.836039190663969,0.0
6,0,0.0,0.0,276.9768954303862,0.0,5.836039190663969,0.0
7,0,0.0,0.0,25.109855707044677,0.0,5.836039190663969,0.0
8,0,0.0,0.0,64.75138483781697,0.0,5.836039190663969,0.0
9,0,0.0,0.0,0.0,677.2001186449705,0.0,-11.024909452425138
10,0,0.0,0.0,217.65666244186343,0.0,5.836039190663969,0.0
11,0,0.0,0.0,0.0,519.0122996388989,0.0,-11.024909452425138
12,0,0.0,0.0,0.0,573.1465953409535,0.0,-11.024909452425138
13,0,0.0,0.0,0.0,66.09290737333677,0.0,-11.024909452425138
14,0,0.0,0.0,255.83292451928804,0.0,5.836039190663969,0.0
15,0,0.0,0.0,194.80823051608766,0.0,5.836039190663969,0.0
16,0,0.0,0.0,106.63604044490461,0.0,5.836039190663969,0.0
17,0,0.0,0.0,121.30096983758999,0.0,5.836039190663969,0.0
18,0,0.0,0.0,0.0,526.2126617894128,0.0,-11.024909452425138
19,0,0.0,0.0,0.0,427.19109431208557,0.0,-11.024909452425138
20,0,0.0,0.0,0.0,3.307274822047395,0.0,-11.024909452425138
21,0,0.0,0.0,0.0,114.43372887128055,0.0,-11.024909452425138
22,0,0.0,0.0,349.7175563971313,0.0,5.836039190663969,0.0
23,0,0.0,0.0,24.11396623438691,0.0,5.836039190663969,0.0
24,0,0.0,0.0,336.3595191080827,0.0,5.836039190663969,0.0
25,0,0.0,0.0,267.6532568306507,0.0,5.836039190663969,0.0
26,0,0.0,0.0,146.5935192490532,0.0,5.836039190663969,0.0
27,0,0.0,0.0,312.12092043542594,0.0,5.836039190663969,0.0
28,0,0.0,0.0,30.49497757832658,0.0,5.836039190663969,0.0
29,0,0.0,0.0,268.6137507431722,0.0,5.836039190663969,0.0
