period,product_id,starting_inventory_level,starting_inventory_position,order_quantities,interim_inventory_level,interim_inventory_position,demands,sales,unmet_demand
1,0,0.0,0.0,1.5,1.5,1.5,1.557889990487999,1.5,0.05788999048799903
2,0,0.0,0.0,2.0,2.0,2.0,1.7702381707237902,1.7702381707237902,0.0
3,0,0.2297618292762098,0.2297618292762098,1.2399080848338797,1.4696699141100895,1.4696699141100895,1.9430674554624727,1.4696699141100895,0.4733975413523832
4,0,0.0,0.0,1.8939270743757668,1.8939270743757668,1.8939270743757668,0.0,0.0,0.0
5,0,1.8939270743757668,1.8939270743757668,0.0,1.8939270743757668,1.8939270743757668,1.1781379239115362,1.1781379239115362,0.0
6,0,0.7157891504642306,0.7157891504642306,0.8836034429336521,1.5993925933978828,1.5993925933978828,0.0,0.0,0.0
7,0,1.5993925933978828,1.5993925933978828,0.0,1.5993925933978828,1.5993925933978828,1.1258178844318505,1.1258178844318505,0.0
8,0,0.47357470896603227,0.47357470896603227,0.8740773524443886,1.3476520614104208,1.3476520614104208,1.099812827365704,1.099812827365704,0.0
9,0,0.24783923404471686,0.24783923404471686,0.9875636507151349,1.2354028847598517,1.2354028847598517,26.73978438419208,1.2354028847598517,25.504381499432228
10,0,0.0,0.0,1.3393254286858682,1.3393254286858682,1.3393254286858682,18.80659455194968,1.3393254286858682,17.46726912326381
11,0,0.0,0.0,1.436536067219148,1.436536067219148,1.436536067219148,3.22083869892799,1.436536067219148,1.7843026317088417
12,0,0.0,0.0,1.52818713616629,1.52818713616629,1.52818713616629,0.0,0.0,0.0
13,0,1.52818713616629,1.52818713616629,0.0,1.52818713616629,1.52818713616629,3.0079937525118914,1.52818713616629,1.4798066163456014
14,0,0.0,0.0,1.52818713616629,1.52818713616629,1.52818713616629,1.3885963998012392,1.3885963998012392,0.0
15,0,0.13959073636505082,0.13959073636505082,1.3056948887105129,1.4452856250755637,1.4452856250755637,1.4668582409472115,1.4452856250755637,0.021572615871647827
16,0,0.0,0.0,1.5246577790677878,1.5246577790677878,1.5246577790677878,0.0,0.0,0.0
17,0,1.5246577790677878,1.5246577790677878,0.0,1.5246577790677878,1.5246577790677878,20.174624606837977,1.5246577790677878,18.64996682777019
18,0,0.0,0.0,1.5246577790677878,1.5246577790677878,1.5246577790677878,0.0,0.0,0.0
19,0,1.5246577790677878,1.5246577790677878,0.0,1.5246577790677878,1.5246577790677878,8.02389093361844,1.5246577790677878,6.499233154550652
20,0,0.0,0.0,1.5246577790677878,1.5246577790677878,1.5246577790677878,0.0,0.0,0.0
21,0,1.5246577790677878,1.5246577790677878,0.0,1.5246577790677878,1.5246577790677878,2.199041978554833,1.5246577790677878,0.6743841994870452
22,0,0.0,0.0,1.5246577790677878,1.5246577790677878,1.5246577790677878,0.0,0.0,0.0
23,0,1.5246577790677878,1.5246577790677878,0.0,1.5246577790677878,1.5246577790677878,47.55301977427592,1.5246577790677878,46.02836199520813
24,0,0.0,0.0,1.5246577790677878,1.5246577790677878,1.5246577790677878,2.6744396484876454,1.5246577790677878,1.1497818694198576
25,0,0.0,0.0,1.5913437269448172,1.5913437269448172,1.5913437269448172,1.577051926439402,1.577051926439402,0.0
26,0,0.01429180050541512,0.01429180050541512,1.512244834083882,1.5265366345892972,1.5265366345892972,1.102827691771504,1.102827691771504,0.0
27,0,0.42370894281779314,0.42370894281779314,1.039749100043914,1.4634580428617072,1.4634580428617072,0.0,0.0,0.0
28,0,1.4634580428617072,1.4634580428617072,0.0,1.4634580428617072,1.4634580428617072,4.203430377029991,1.4634580428617072,2.739972334168284
29,0,0.0,0.0,1.4634580428617072,1.4634580428617072,1.4634580428617072,5.042710420749911,1.4634580428617072,3.5792523778882037
30,0,0.0,0.0,1.5234577515722636,1.5234577515722636,1.5234577515722636,0.0,0.0,0.0
31,0,1.5234577515722636,1.5234577515722636,0.0,1.5234577515722636,1.5234577515722636,1.140761216934942,1.140761216934942,0.0
32,0,0.3826965346373217,0.3826965346373217,1.0235207756092133,1.406217310246535,1.406217310246535,1.9787173823094268,1.406217310246535,0.5725000720628919
33,0,0.0,0.0,1.4635490170641885,1.4635490170641885,1.4635490170641885,0.0,0.0,0.0
34,0,1.4635490170641885,1.4635490170641885,0.0,1.4635490170641885,1.4635490170641885,2.2577192387574527,1.4635490170641885,0.7941702216932642
35,0,0.0,0.0,1.4635490170641885,1.4635490170641885,1.4635490170641885,1.0382446929466396,1.0382446929466396,0.0
36,0,0.4253043241175489,0.4253043241175489,0.9863324582993076,1.4116367824168565,1.4116367824168565,0.0,0.0,0.0
37,0,1.4116367824168565,1.4116367824168565,0.0,1.4116367824168565,1.4116367824168565,1.5222296526492272,1.4116367824168565,0.11059287023237063
38,0,0.0,0.0,1.4116367824168565,1.4116367824168565,1.4116367824168565,13.079950750129605,1.4116367824168565,11.668313967712749
39,0,0.0,0.0,1.4615893534966433,1.4615893534966433,1.4615893534966433,2.745608262423897,1.4615893534966433,1.2840189089272538
40,0,0.0,0.0,1.5106418045246688,1.5106418045246688,1.5106418045246688,0.0,0.0,0.0
41,0,1.5106418045246688,1.5106418045246688,0.0,1.5106418045246688,1.5106418045246688,1.5375484145999998,1.5106418045246688,0.026906610075331017
42,0,0.0,0.0,1.5106418045246688,1.5106418045246688,1.5106418045246688,1.0771692878317878,1.0771692878317878,0.0
43,0,0.433472516692881,0.433472516692881,1.029780117953713,1.463252634646594,1.463252634646594,9.284454819203244,1.463252634646594,7.82120218455665
44,0,0.0,0.0,1.5098711975601884,1.5098711975601884,1.5098711975601884,0.0,0.0,0.0
